1.78,26.78
1.58,26.58
1.6,26.6
1.9,26.9
1.26,26.26
1.28,26.28
1.02,26.02
1.6099999999999999,26.61
1.46,26.46
1.78,26.78
1.28,27.28
1.19,27.19
1.8199999999999998,27.82
1.72,27.72
1.04,27.04
1.22,27.22
1.15,27.15
1.83,27.83
1.7,27.7
1.54,27.54
1.8,28.8
1.8399999999999999,28.84
1.56,28.56
1.62,28.62
1.55,28.55
1.26,28.26
1.5899999999999999,28.59
1.81,28.81
1.78,28.78
1.98,28.98
1.69,29.69
1.63,29.63
1.1400000000000001,29.14
1.03,29.03
1.2,29.2
1.62,29.62
1.34,29.34
1.46,29.46
1.69,29.69
1.29,29.29
2.0,31.0
1.54,30.54
1.8599999999999999,30.86
1.23,30.23
1.97,30.97
2.0,31.0
1.92,30.92
1.92,30.92
1.32,30.32
1.44,30.44
2.9,6.9
2.69,6.6899999999999995
2.86,6.86
2.65,6.65
2.56,6.5600000000000005
2.84,6.84
2.75,6.75
2.06,6.06
2.15,6.15
2.24,6.24
2.22,7.22
2.91,7.91
2.69,7.6899999999999995
2.74,7.74
2.46,7.46
2.24,7.24
2.49,7.49
2.4,7.4
2.63,7.63
2.66,7.66
2.81,8.81
2.1,8.1
2.16,8.16
2.63,8.63
2.71,8.71
2.68,8.68
2.7,8.7
2.98,8.98
2.7,8.7
2.41,8.41
2.87,9.87
2.25,9.25
2.3,9.3
2.76,9.76
2.44,9.44
2.21,9.21
2.03,9.03
2.37,9.37
2.07,9.07
2.4,9.4
2.63,11.63
2.37,11.37
2.82,11.82
2.7800000000000002,11.78
2.89,11.89
2.34,11.34
2.43,11.43
2.5,11.5
2.66,11.66
2.9699999999999998,11.97
2.8,12.8
2.06,12.06
2.51,12.51
2.88,12.88
2.59,12.59
2.16,12.16
2.52,12.52
2.87,12.87
2.29,12.29
2.36,12.36
2.79,13.79
2.19,13.19
2.3,13.3
2.4699999999999998,13.47
2.59,13.59
2.04,13.04
2.6,13.6
2.9699999999999998,13.97
2.95,13.95
2.62,13.62
2.08,14.08
2.24,14.24
2.67,14.67
2.36,14.36
2.18,14.18
2.44,14.44
2.16,14.16
2.2800000000000002,14.28
2.4699999999999998,14.47
2.84,14.84
2.27,22.27
2.94,22.94
2.02,22.02
2.52,22.52
2.54,22.54
2.56,22.56
2.09,22.09
2.61,22.61
2.46,22.46
2.94,22.94
2.68,23.68
2.3,23.3
2.33,23.33
2.57,23.57
2.21,23.21
2.03,23.03
2.26,23.26
2.92,23.92
2.76,23.76
2.39,23.39
2.51,24.51
2.17,24.17
2.4,24.4
2.83,24.83
2.95,24.95
2.22,24.22
2.09,24.09
2.57,24.57
2.92,24.92
2.52,24.52
2.64,25.64
2.39,25.39
2.26,25.26
2.35,25.35
2.5,25.5
2.88,25.88
2.67,25.67
2.98,25.98
2.93,25.93
2.01,25.01
2.87,26.87
2.33,26.33
2.9699999999999998,26.97
2.11,26.11
2.29,26.29
2.11,26.11
2.26,26.26
2.22,26.22
2.35,26.35
2.55,26.55
2.06,30.06
2.5300000000000002,30.53
2.07,30.07
2.9699999999999998,30.97
2.9,30.9
2.44,30.44
2.99,30.99
2.89,30.89
2.7800000000000002,30.78
2.69,30.69
2.56,31.56
2.48,31.48
2.59,31.59
2.5300000000000002,31.53
2.68,31.68
2.18,31.18
2.14,31.14
2.9,31.9
2.92,31.92
2.19,31.19
2.21,32.21
2.04,32.04
2.98,32.98
2.06,32.06
2.14,32.14
2.08,32.08
2.06,32.06
2.48,32.48
2.65,32.65
2.14,32.14
3.84,2.84
3.0,2.0
3.31,2.31
3.59,2.59
3.84,2.84
3.08,2.08
3.36,2.36
3.04,2.04
3.32,2.32
3.89,2.89
3.86,3.86
3.94,3.94
3.37,3.37
3.62,3.62
3.6,3.6
3.11,3.11
3.36,3.36
3.27,3.27
3.09,3.09
3.2800000000000002,3.2800000000000002
3.86,4.86
3.51,4.51
3.14,4.14
3.7199999999999998,4.72
3.11,4.11
3.33,4.33
3.92,4.92
3.7,4.7
3.33,4.33
3.07,4.07
3.66,5.66
3.11,5.11
3.83,5.83
3.32,5.32
3.44,5.44
3.34,5.34
3.45,5.45
3.71,5.71
3.2,5.2
3.98,5.98
3.45,5.45
3.94,5.9399999999999995
3.08,5.08
3.54,5.54
3.9699999999999998,5.97
