1.58,26.58
1.01,26.01
1.26,26.26
1.74,26.74
1.43,26.43
1.7,26.7
1.9300000000000002,26.93
1.17,26.17
1.9,26.9
1.26,26.26
1.0,27.0
1.37,27.37
1.85,27.85
1.9300000000000002,27.93
1.46,27.46
1.53,27.53
1.55,27.55
1.05,27.05
1.21,27.21
1.6,27.6
1.44,28.44
1.85,28.85
1.05,28.05
1.05,28.05
1.35,28.35
1.42,28.42
1.69,28.69
1.8,28.8
1.08,28.08
1.03,28.03
1.09,29.09
1.48,29.48
1.21,29.21
1.44,29.44
1.88,29.88
1.65,29.65
1.6400000000000001,29.64
1.12,29.12
1.43,29.43
1.62,29.62
1.51,30.51
1.3,30.3
1.6,30.6
1.77,30.77
1.43,30.43
1.09,30.09
1.58,30.58
1.42,30.42
1.42,30.42
1.97,30.97
2.82,6.82
2.19,6.19
2.67,6.67
2.71,6.71
2.81,6.8100000000000005
2.75,6.75
2.65,6.65
2.01,6.01
2.05,6.05
2.36,6.36
2.74,7.74
2.62,7.62
2.02,7.02
2.26,7.26
2.73,7.73
2.5300000000000002,7.53
2.6,7.6
2.42,7.42
2.13,7.13
2.75,7.75
2.95,8.95
2.16,8.16
2.38,8.38
2.9699999999999998,8.97
2.95,8.95
2.84,8.84
2.08,8.08
2.51,8.51
2.63,8.63
2.95,8.95
2.22,9.22
2.84,9.84
2.99,9.99
2.9,9.9
2.7199999999999998,9.72
2.64,9.64
2.98,9.98
2.01,9.01
2.58,9.58
2.09,9.09
2.61,11.61
2.2,11.2
2.5,11.5
2.63,11.63
2.56,11.56
2.45,11.45
2.18,11.18
2.27,11.27
2.56,11.56
2.17,11.17
2.71,12.71
2.91,12.91
2.45,12.45
2.82,12.82
2.93,12.93
2.52,12.52
2.4699999999999998,12.47
2.49,12.49
2.34,12.34
2.94,12.94
2.14,13.14
2.8,13.8
2.6,13.6
2.22,13.22
2.0,13.0
2.98,13.98
2.7800000000000002,13.78
2.27,13.27
2.2800000000000002,13.28
2.59,13.59
2.17,14.17
2.34,14.34
2.32,14.32
2.32,14.32
2.0,14.0
