1.48,9.48
1.96,9.96
1.07,9.07
1.41,9.41
1.83,9.83
1.7,9.7
1.85,9.85
1.76,9.76
1.79,9.79
1.9100000000000001,9.91
1.52,10.52
1.37,10.37
1.97,10.97
1.49,10.49
1.48,10.48
1.02,10.02
1.8399999999999999,10.84
1.49,10.49
1.38,10.38
1.9300000000000002,10.93
1.25,11.25
1.9,11.9
1.78,11.78
1.5,11.5
1.0,11.0
1.6099999999999999,11.61
1.5699999999999998,11.57
1.92,11.92
1.06,11.06
1.51,11.51
1.65,12.65
1.46,12.46
1.83,12.83
1.6600000000000001,12.66
1.8900000000000001,12.89
1.53,12.53
1.73,12.73
1.12,12.12
1.67,12.67
1.3599999999999999,12.36
1.01,14.01
1.49,14.49
1.73,14.73
1.01,14.01
1.78,14.78
1.55,14.55
1.49,14.49
1.3900000000000001,14.39
1.52,14.52
1.49,14.49
1.27,15.27
1.8199999999999998,15.82
1.8199999999999998,15.82
1.34,15.34
1.72,15.72
1.92,15.92
1.18,15.18
1.15,15.15
1.08,15.08
1.83,15.83
1.42,16.42
1.3,16.3
1.8,16.8
1.8199999999999998,16.82
1.0,16.0
1.3,16.3
1.73,16.73
1.5899999999999999,16.59
1.46,16.46
1.8,16.8
1.55,17.55
1.21,17.21
1.26,17.26
1.96,17.96
1.6400000000000001,17.64
1.63,17.63
1.8,17.8
1.6400000000000001,17.64
1.95,17.95
1.17,17.17
2.35,9.35
2.2800000000000002,9.28
2.6,9.6
2.1,9.1
2.15,9.15
2.85,9.85
2.63,9.63
2.01,9.01
2.9,9.9
2.68,9.68
2.69,12.69
2.64,12.64
2.71,12.71
2.38,12.38
2.39,12.39
2.49,12.49
2.65,12.65
2.31,12.31
2.91,12.91
2.83,12.83
2.18,13.18
2.51,13.51
2.56,13.56
2.55,13.55
2.79,13.79
2.44,13.44
2.11,13.11
2.46,13.46
2.35,13.35
2.22,13.22
2.09,14.09
2.9699999999999998,14.97
2.27,14.27
2.73,14.73
2.39,14.39
2.04,14.04
2.49,14.49
2.25,14.25
2.3,14.3
2.12,14.12
2.31,17.31
2.11,17.11
2.9699999999999998,17.97
2.27,17.27
2.44,17.44
2.03,17.03
2.7,17.7
2.5300000000000002,17.53
2.65,17.65
2.24,17.24
3.51,8.51
3.66,8.66
3.8,8.8
3.83,8.83
3.7,8.7
3.92,8.92
3.38,8.38
3.05,8.05
3.79,8.79
3.08,8.08
3.55,9.55
3.82,9.82
3.42,9.42
3.27,9.27
3.29,9.29
3.03,9.03
3.49,9.49
3.52,9.52
3.41,9.41
3.2,9.2
3.69,17.69
3.31,17.31
3.63,17.63
3.7800000000000002,17.78
3.76,17.76
3.89,17.89
3.22,17.22
3.15,17.15
3.17,17.17
3.51,17.51
3.26,18.26
3.4699999999999998,18.47
3.36,18.36
3.58,18.58
3.04,18.04
3.88,18.88
3.1,18.1
3.27,18.27
3.36,18.36
3.51,18.51
3.11,19.11
3.11,19.11
3.68,19.68
4.0,20.0
3.33,19.33
3.99,19.99
3.05,19.05
3.8,19.8
3.5,19.5
3.1,19.1
4.71,8.71
4.5,8.5
4.76,8.76
4.11,8.11
4.4,8.4
4.92,8.92
4.33,8.33
4.21,8.21
4.07,8.07
4.27,8.27
4.71,19.71
