1.3900000000000001,13.39
1.13,13.13
1.51,13.51
1.6400000000000001,13.64
2.0,14.0
1.23,13.23
1.51,13.51
1.3599999999999999,13.36
1.16,13.16
1.67,13.67
1.74,14.74
1.51,14.51
1.46,14.46
1.75,14.75
1.79,14.79
1.9300000000000002,14.93
1.95,14.95
1.37,14.37
1.5,14.5
1.31,14.31
2.54,4.54
2.77,4.77
2.39,4.39
2.65,4.65
2.71,4.71
2.81,4.8100000000000005
2.87,4.87
2.09,4.09
2.58,4.58
2.93,4.93
2.11,5.11
2.87,5.87
2.79,5.79
2.27,5.27
2.4699999999999998,5.47
2.98,5.98
2.33,5.33
2.62,5.62
2.4,5.4
2.82,5.82
2.41,6.41
2.0,6.0
2.35,6.35
2.94,6.9399999999999995
2.85,6.85
2.87,6.87
2.31,6.31
2.87,6.87
2.7,6.7
2.64,6.64
2.04,9.04
2.37,9.37
2.02,9.02
2.16,9.16
2.33,9.33
2.2800000000000002,9.28
2.8,9.8
2.31,9.31
2.34,9.34
2.36,9.36
2.48,10.48
2.83,10.83
2.38,10.38
2.7199999999999998,10.72
2.3,10.3
2.27,10.27
2.19,10.19
2.6,10.6
2.34,10.34
2.96,10.96
2.19,12.19
2.08,12.08
2.14,12.14
2.87,12.87
2.0,12.0
2.82,12.82
2.25,12.25
2.61,12.61
2.31,12.31
2.33,12.33
2.29,14.29
2.0,14.0
2.52,14.52
2.41,14.41
2.52,14.52
2.54,14.54
2.17,14.17
2.14,14.14
2.59,14.59
2.5,14.5
3.01,0.01
3.17,0.17
3.41,0.41
3.63,0.63
3.83,0.83
3.15,0.15
3.34,0.34
3.8,0.8
3.3,0.3
3.24,0.24
3.9699999999999998,1.97
3.6,1.6
3.94,1.94
3.23,1.23
3.9,1.9
3.02,1.02
3.77,1.77
3.38,1.38
3.83,1.83
3.91,1.9100000000000001
3.41,2.41
3.89,2.89
3.69,2.69
3.05,2.05
3.88,2.88
3.37,2.37
3.73,2.73
3.52,2.52
3.99,2.99
3.0,2.0
4.0,4.0
3.26,3.26
3.45,3.45
3.67,3.67
3.65,3.65
3.17,3.17
3.4,3.4
3.01,3.01
3.39,3.39
3.0,3.0
3.69,4.6899999999999995
3.89,4.89
3.2,4.2
3.12,4.12
3.49,4.49
3.8,4.8
3.04,4.04
3.87,4.87
3.26,4.26
3.93,4.93
3.7199999999999998,6.72
3.94,6.9399999999999995
3.15,6.15
3.2800000000000002,6.28
3.06,6.06
3.01,6.01
3.4699999999999998,6.47
3.46,6.46
3.45,6.45
3.83,6.83
3.6,7.6
3.25,7.25
3.03,7.03
3.85,7.85
3.24,7.24
3.32,7.32
3.32,7.32
3.46,7.46
3.06,7.06
3.84,7.84
3.8,8.8
3.17,8.17
3.52,8.52
3.52,8.52
3.12,8.12
3.98,8.98
3.03,8.03
3.27,8.27
3.91,8.91
3.93,8.93
3.63,9.63
3.71,9.71
3.58,9.58
3.6,9.6
3.98,9.98
3.69,9.69
3.37,9.37
3.01,9.01
3.57,9.57
3.82,9.82
3.18,14.18
3.4699999999999998,14.47
3.11,14.11
3.35,14.35
3.68,14.68
3.76,14.76
3.11,14.11
3.29,14.29
3.19,14.19
3.45,14.45
3.51,46.51
3.63,46.63
3.9699999999999998,46.97
3.05,46.05
3.25,46.25
3.91,46.91
3.46,46.46
3.34,46.34
3.67,46.67
3.96,46.96
3.67,47.67
3.13,47.13
3.19,47.19
3.19,47.19
3.24,47.24
3.75,47.75
3.14,47.14
3.73,47.73
3.77,47.77
3.46,47.46
3.55,48.55
3.84,48.84
3.9699999999999998,48.97
3.14,48.14
3.64,48.64
3.5,48.5
3.94,48.94
3.6,48.6
3.24,48.24
3.07,48.07
3.89,49.89
3.58,49.58
3.09,49.09
3.68,49.68
3.09,49.09
3.29,49.29
3.12,49.12
3.82,49.82
3.27,49.27
3.31,49.31
3.71,50.71
3.64,50.64
3.9699999999999998,50.97
3.36,50.36
3.52,50.52
3.99,50.99
3.5,50.5
3.46,50.46
3.81,50.81
3.15,50.15
4.99,0.99
4.19,0.19
4.5600000000000005,0.56
4.03,0.03
4.84,0.84
4.5600000000000005,0.56
4.08,0.08
4.82,0.82
4.47,0.47
4.66,0.66
4.64,14.64
4.03,14.03
4.73,14.73
4.88,14.88
4.11,14.11
4.25,14.25
4.31,14.31
4.57,14.57
4.6899999999999995,14.69
4.53,14.53
4.13,50.13
4.7,50.7
4.44,50.44
4.0,50.0
4.74,50.74
4.68,50.68
4.96,50.96
4.68,50.68
4.95,50.95
4.46,50.46
5.98,0.98
5.76,0.76
5.5600000000000005,0.56
5.43,0.43
5.39,0.39
5.73,0.73
5.07,0.07
5.96,0.96
5.86,0.86
5.07,0.07
5.78,1.78
5.18,1.18
5.39,1.3900000000000001
5.61,1.6099999999999999
5.32,1.32
5.49,1.49
5.03,1.03
5.41,1.41
5.48,1.48
5.8,1.8
5.23,14.23
5.82,14.82
5.04,14.04
5.44,14.44
5.64,14.64
5.53,14.53
5.05,14.05
5.61,14.61
5.41,14.41
5.23,14.23
5.22,15.22
5.24,15.24
5.39,15.39
5.49,15.49
5.72,15.72
5.31,15.31
5.14,15.14
5.05,15.05
5.35,15.35
5.41,15.41
5.4,16.4
5.24,16.24
5.13,16.13
5.8100000000000005,16.81
5.39,16.39
5.31,16.31
5.05,16.05
5.48,16.48
5.31,16.31
5.63,16.63
5.93,42.93
5.02,42.02
5.12,42.12
5.9,42.9
5.9,42.9
5.31,42.31
5.78,42.78
5.43,42.43
5.51,42.51
5.44,42.44
5.38,43.38
5.08,43.08
5.8100000000000005,43.81
5.9,43.9
5.85,43.85
5.77,43.77
5.7,43.7
5.06,43.06
5.54,43.54
5.31,43.31
5.16,44.16
5.84,44.84
5.18,44.18
5.63,44.63
5.5,44.5
5.43,44.43
5.16,44.16
5.79,44.79
5.38,44.38
5.62,44.62
5.52,45.52
5.24,45.24
5.16,45.16
5.08,45.08
5.5,45.5
5.44,45.44
5.6899999999999995,45.69
5.87,45.87
5.02,45.02
5.46,45.46
5.93,46.93
5.5,46.5
5.8100000000000005,46.81
5.22,46.22
5.6899999999999995,46.69
5.77,46.77
5.19,46.19
5.14,46.14
5.8,46.8
5.09,46.09
5.21,50.21
5.89,50.89
5.08,50.08
5.3,50.3
5.53,50.53
5.45,50.45
5.61,50.61
5.11,50.11
5.5600000000000005,50.56
5.99,50.99
6.0,52.0
5.51,51.51
5.48,51.48
5.08,51.08
5.35,51.35
5.61,51.61
5.76,51.76
5.04,51.04
5.19,51.19
5.77,51.77
5.34,52.34
5.06,52.06
5.7,52.7
5.08,52.08
5.96,52.96
5.31,52.31
5.0,52.0
5.12,52.12
5.05,52.05
5.71,52.71
6.51,1.51
6.22,1.22
6.47,1.47
6.47,1.47
6.24,1.24
6.11,1.11
6.67,1.67
6.33,1.33
6.54,1.54
6.85,1.85
6.19,5.19
6.06,5.06
6.83,5.83
6.4,5.4
6.25,5.25
6.19,5.19
7.0,6.0
6.48,5.48
6.16,5.16
6.59,5.59
6.15,6.15
6.26,6.26
6.6,6.6
6.04,6.04
6.33,6.33
6.5600000000000005,6.5600000000000005
6.03,6.03
6.08,6.08
6.34,6.34
6.9399999999999995,6.9399999999999995
6.22,7.22
6.24,7.24
6.72,7.72
6.31,7.31
6.92,7.92
6.32,7.32
6.03,7.03
6.93,7.93
6.55,7.55
6.66,7.66
6.48,12.48
6.31,12.31
6.78,12.78
6.06,12.06
6.53,12.53
6.29,12.29
6.84,12.84
6.08,12.08
6.31,12.31
6.6,12.6
6.17,13.17
6.5,13.5
6.88,13.88
6.45,13.45
6.52,13.52
6.63,13.63
6.68,13.68
6.57,13.57
6.5,13.5
6.85,13.85
6.11,14.11
6.02,14.02
6.16,14.16
6.39,14.39
6.96,14.96
6.77,14.77
6.24,14.24
6.06,14.06
6.74,14.74
6.14,14.14
6.84,16.84
6.43,16.43
6.79,16.79
6.8100000000000005,16.81
6.86,16.86
6.66,16.66
6.17,16.17
6.36,16.36
6.47,16.47
6.1,16.1
6.62,17.62
6.78,17.78
6.62,17.62
6.54,17.54
6.68,17.68
7.0,18.0
6.97,17.97
6.65,17.65
6.76,17.76
6.16,17.16
6.53,42.53
6.52,42.52
6.75,42.75
6.33,42.33
6.8,42.8
6.31,42.31
6.45,42.45
6.52,42.52
6.26,42.26
6.45,42.45
6.61,52.61
6.5,52.5
6.79,52.79
6.63,52.63
6.46,52.46
6.26,52.26
6.05,52.05
6.33,52.33
6.11,52.11
6.42,52.42
7.86,1.8599999999999999
8.0,2.0
7.01,1.01
7.3,1.3
7.89,1.8900000000000001
7.43,1.43
7.46,1.46
7.24,1.24
7.35,1.35
7.52,1.52
7.19,2.19
7.39,2.39
7.7,2.7
7.82,2.82
7.96,2.96
7.9399999999999995,2.94
7.76,2.76
7.64,2.64
7.14,2.14
7.38,2.38
7.37,3.37
7.85,3.85
7.25,3.25
7.49,3.49
7.55,3.55
7.51,3.51
7.2,3.2
7.0,3.0
7.8100000000000005,3.81
7.98,3.98
7.33,7.33
7.35,7.35
7.37,7.37
7.55,7.55
7.38,7.38
7.58,7.58
7.62,7.62
7.19,7.19
